p_id;p_ident;p_number;p_projet;Type_publication;p_titre;p_type_com;p_speaker_invite;p_nom_conference;p_date_debut_conference;p_date_fin_conference;p_ville_conference;p_pays_conference;p_lien_conference;p_nom_journal;p_publication_journal;p_volume_journal;p_pages_journal;p_annee_publication;p_doi;p_url_bdd;p_date_soumission;p_date_notification;p_date_soumission_finale;p_nom_responsable;p_liste_auteurs;p_affiliation;p_directeur_stage;p_date_debut_stage;p_date_fin_stage;p_award;p_date_soutenance_these;p_composition_jury_these;p_etablissement_delivrant_these;p_directeur_these;p_date_debut_these;p_date_fin_these;p_nom_meeting;p_date_meeting;p_auteur;p_avec_abstract;Statut;p_actif
157;E042-4;4;E042;Article journal;Creep measurement and choice of creep laws for BGA assemblies' reliability simulation;;;;;;;;;ELSEVIER Microelectronic Reliability;01/10/2018;;;;;;;;;;S. Pin, A. Guédon-Garcia, J.-Y. Deletage and H. Frémont;;;;;;;;;;;;;;821;0;Réalisé;1
159;E042-6;6;E042;Article journal;Efficient state of health estimation of Li-ion battery under several ageing types for aeronautic applications;;;;;;;;;ELSEVIER Microelectronic Reliability;01/10/2018;;;;;;;;;;Y. C. Zhang, O. Briat, J.-Y. Delétage, C. Martin, N. Chadourne and J.-M. Vinassa;;;;;;;;;;;;;;821;0;Réalisé;1
160;E042-7;7;E042;Communication;ICIM-CPI : Integrated circuits immunity model: conducted pulse immunity;;;EMC/APEMC 2018 (International Symposium on Electromagnetic Compatibility and Asia-Pacific Symposium on Electromagnetic Compatibility) Singapore;01/05/2018;01/05/2018;Singapour;;;EMC/APEMC 2018 (International Symposium on Electromagnetic Compatibility and Asia-Pacific Symposium on Electromagnetic Compatibility) Singapore;;;;;;;;;;;A. Durier, P. Fernandez-Lopez, J.-L. Levant and C. Marot;;;;;;;;;;;;;;821;0;Réalisé;1
161;E042-8;8;E042;Communication;Modeling the internal activity of a FPGA for conducted emission prediction purpose;;;EMC/APEMC 2018 (International Symposium on Electromagnetic Compatibility and Asia-Pacific Symposium on Electromagnetic Compatibility) Singapore;01/05/2018;01/05/2018;Singapour;;;;;;;;;;;;;;C. Ghfiri, A. Durier, C. Marot, A. Boyer and S. Ben Dhia;;;;;;;;;;;;;;821;0;Réalisé;1
162;E042-9;9;E042;Communication;Robustness of BGAs: parametric study of voids' distribution in SAC solder joints;;;IEEE - EuroSimE 2018 (19th International Conference on Thermal, Mechanical and Multi-Physics Simulation and Experiments in Microelectronics and Microsystems);26/03/2018;26/03/2018;;;;;;;;;;;;;;;S. Pin, A. Guédon-Garcia, H. Frémont, J.-Y. Deletage and J. Fouquet;;;;;;;;;;;;;;821;0;Réalisé;1
163;E042-10;10;E042;Communication;Creep measurement and choice of creep laws for BGA assemblies' reliability simulation;;;ESREF 2018 (29th European Symposium on Reliability of Electron Devices, Failure Physics and Analysis);01/10/2018;01/10/2018;;;;;;;;;;;;;;;M. Zerarka and O. Crepel;;;;;;;;;;;;;;821;0;Réalisé;1
164;E042-11;11;E042;Communication;Simulation and modelling of long term reliability of digital circuits implemented in FPGA;;;ESREF 2018 (29th European Symposium on Reliability of Electron Devices, Failure Physics and Analysis);01/10/2018;01/10/2018;;;;;;;;;;;;;;;J. D. Aguirre Morales, F. Marc, A. Bensoussan and A. Durier;;;;;;;;;;;;;;821;0;Réalisé;1
165;E042-12;12;E042;Communication;Efficient state of health estimation of Li-ion battery under several ageing types for aeronautic applications;;;ESREF 2018 (29th European Symposium on Reliability of Electron Devices, Failure Physics and Analysis);01/10/2018;01/10/2018;;;;;;;;;;;;;;;Y. C. Zhang, O. Briat, J.-Y. Deletage, C. Martin, N. Chadourne and J.-M. Vinassa;;;;;;;;;;;;;;821;0;Réalisé;1
166;E042-13;13;E042;Communication;Characterization of external pressure effects on lithium-ion pouch cell;;;IEEE - ICIT;01/02/2018;01/02/2018;;;;;;;;;;;;;;;Y. C. Zhang, O. Briat, J.-Y. Deletage, C. Martin, G. Gager and J.-M. Vinassa;;;;;;;;;;;;;;821;0;Réalisé;1
167;E042-14;14;E042;Communication;Development and validation of a wide band Near Field Scan probe for the investigation of the radiated immunity of Printed Circuit Boards;;;APEMC 2019;03/06/2019;03/06/2019;;;;;;;;;;;;;;;A.DURIER;;;;;;;;;;;;;;821;0;Réalisé;1
168;E042-15;15;E042;Communication;Comparison of voltages induced in an electronic equipment during far field and near field normative radiated immunity tests.;;;EMC Europe;01/05/2019;01/05/2019;;;;;;;;;;;;;;;A.DURIER;;;;;;;;;;;;;;821;0;Réalisé;1
169;E042-16;16;E042;Communication;Optimize algorithm to reduce the near field measurement time on FPGA device.;;;EMC COMPO;01/10/2019;01/10/2019;;;;;;;;;;;;;;;S.SERPAUD;;;;;;;;;;;;;;821;0;Réalisé;1
170;E042-17;17;E042;Communication;Stress dependent degradation mechanisms on commercially available GaN Normally-Off transistors.;;;ESREF 2019;01/05/2019;01/05/2019;;;;;;;;;;;;;;;A. BENSOUSSAN F.COCCETTI;;;;;;;;;;;;;;821;0;Réalisé;1
171;E042-18;18;E042;Communication;Degradation indicators of power-GaN-HEMT under switching power-cycling.;;;ESREF 2019;01/05/2019;01/05/2019;;;;;;;;;;;;;;;A. BENSOUSSAN;;;;;;;;;;;;;;821;0;Réalisé;1
172;E042-19;19;E042;Communication;Study of the coupling of wide band Near Field Scan probe for the investigation of the radiated immunity of Printed Circuit Boards.;;;SPI 2019;03/06/2019;03/06/2019;;;;;;;;;;;;;;;A.DURIER;;;;;;;;;;;;;;821;0;Réalisé;1
173;E042-20;20;E042;Communication;Study of the radiated immunity of a drain-source current sensor using Near Field Scan Immunity method;;;EMC COMPO;03/10/2019;03/10/2019;;;;;;;;;;;;;;;A. DURIER;;;;;;;;;;;;;;821;0;Réalisé;1
174;E042-21;21;E042;Communication;Sequential adaptive sampling algorithm to reduce the near field measurement time.;;;EMC Europe;02/09/2019;02/09/2019;;;;;;;;;;;;;;;S. SERPAUD;;;;;;;;;;;;;;821;0;Réalisé;1
175;E042-22;22;E042;Communication;Cosmic ray immunity of COTS Normally-Off Power GaN FETs for space, aeronautic and automotive applications;;;RADECS 2020;02/10/2020;02/10/2020;;;;;;;;;;;;;;;M. Zerarka, O. Crepel, C. Weulersse, S. Morand, C. Binois, M. Mazurek, G. Vignon, L. Serrano, F. Coccetti;;;;;;;;;;;;;;821;0;Réalisé;1
176;E042-23;23;E042;Communication;Backside Laser Testing of Single-Event Effects in GaN-on-Si Power HEMTs;;;RADECS 2020;02/10/2020;02/10/2020;;;;;;;;;;;;;;;C. Ngom, V. Pouget, M. Zerarka, F. Coccetti, A. Touboul, M. Matmat, O. Crepel, S. Jonathas, G. Bascoul;;;;;;;;;;;;;;821;0;Réalisé;1
177;E042-24;24;E042;Communication;"Applications des méthodes de mesures indirectes de paramètres S en vue de la gestion de l’obsolescence des composants en immunité conduite""";;;CEM France;02/04/2020;02/04/2020;;;;;;;;;;;;;;;S. Chetouani, A. Boyer, S. Ben Dhia, S. Serpaud;;;;;;;;;;;;;;821;0;Réalisé;1
178;E042-25;25;E042;Communication;"Fast and efficient approach to predict EMC immunity of complex equipment after a component change""";;;EMC Europe;01/09/2020;01/09/2020;;;;;;;;;;;;;;;S. Chetouani, A. Boyer, S. Ben Dhia, S. Serpaud;;;;;;;;;;;;;;821;0;Réalisé;1
179;E042-26;26;E042;Article journal;Fast and Accurate Near-Field Measurement Method using Sequential Spatial Adaptive Sampling (SSAS) Algorithm;;;IEEE TRANS EMC;;;;;;IEEE TRANS EMC;;;;;;;;;;;S.Serpaud,A.Boyer,S.ben dia,F.Coccetti;;;;;;;;;;;;;;821;0;Réalisé;1
180;E042-27;27;E042;Communication;“Impact of crystalline orientation of lead-free solder joints on thermomechanical response and reliability of ball grid array component”;;;ESREF 2020;02/10/2020;02/10/2020;;;;;;;;;;;;;;;E. Ben Romdhane, A. Guédon-Gracia, S. Pin, P. Roumanille, H. Frémont;;;;;;;;;;;;;;821;0;Réalisé;1
181;E042-28;28;E042;Communication;"Influence of grain morphologies and anisotropic properties on the stress state of BGA solder joints""";;;MiNaPAD;02/02/2021;02/02/2021;;;;;;;;;;;;;;;E. Ben Romdhane, A. Guédon-Gracia, S. Pin, P. Roumanille, H. Frémont;;;;;;;;;;;;;;821;0;Réalisé;1
183;E042-29;29;E042;Communication;A Technique to Assess Conducted Immunity of an Electronic Equipment;;;EMC Compo 2021;08/03/2021;11/03/2021;Bruxelle;Belgique;;;;;;;;;;;;;S.SERPAUD;;;;;;;;;;;;;;821;0;Réalisé;1
184;E042-30;30;E042;Article journal;Efficiency of Sequential Spatial Adaptive Sampling Algorithm;;;IEEE Transaction on Electromagnetic Compatibility;;;;;;IEEE Transaction on Electromagnetic Compatibility;;;;;;;;;;;S.Serpaud;;;;;;;;;;;;;;821;0;Réalisé;1
185;E042-31;31;E042;Communication;Laser-induced Transients in a GaN-on-Si;;;RADECS 2021;01/09/2021;01/09/2021;;;;;;;;;;;;;;;M.ZERARKA;;;;;;;;;;;;;;821;0;Réalisé;1
196;V076-1;1;V076;Communication;TeePee4Space : a practical application of Information Sharing in Extended Entreprise to the space industry;;;Model Based Space Systems and Software Engineering - MBSE2021;29/09/2021;30/09/2021;Virtual;Pays-Bas;https://indico.esa.int/event/386/;;;;;;;;28/06/2021;15/07/2021;03/09/2021;;demachy, baclet, guilmeau, gauthier, gaufillet, marty, garcia;IRT Saint Exupéry, IRT Saint Exupéry, IRT Saint Exupéry, Samares Engineering, Airbus Defence and Space, Airbus Defence and Space, , Thales Alenia Space;;;;non;;;;;;;;;289;0;Réalisé;1
201;U002-3;3;U002;Communication;Multidisciplinary Adjoint-based Optimizations in the MADELEINE Project: Overview and Main Results;;;AIAA Aviation Forum;02/08/2021;06/08/2021;Virtuel;;;;;;;;;;;;;;Michaël Méheut on behalf of the MADELEINE consortium / ONERA;Michaël Méheut on behalf of the MADELEINE consortium / ONERA;;;;;;;;;;;;;472;0;Réalisé;1
202;V075-7;7;V075;Communication;White Paper Machine Learning in Certified Systems;;;;;;;;;;;;;;;;22/03/2021;;;;Franck Mamalet, Eric Jenn, Gregory Flandin, Hervé Delseny, Christophe Gabreau, et al..;;;;;non;;;;;;;;;617;0;Réalisé;1
203;S006-1;1;S006;Article journal;From Informal Sketches to Systems Engineering Models Using AI Plan Recognition;;;;;;;;;Systems Engineering and Artificial Intelligence;;;;2021;https://doi.org/10.1007/978-3-030-77283-3_22;;;;;;Nicolas Hili, Alexandre Albore, Julien Baclet;Univ. Grenoble Alpes/CNRS/LIG, Onera/DTIS, IRT Saint Exupéry;;;;;;;;;;;;;289;0;Réalisé;1
204;V075-8;8;V075;Communication;Numerical influence of ReLU’(0) on backpropagation;;;NeurIPS;;;Paris;France;;;;;;;;;29/06/2021;28/09/2021;28/09/2021;;David Bertoin, Jérôme Bolte, Sébastien Gerchinovitz, Edouard Pauwels;;;;;;;;;;;;;;617;0;Réalisé;1
212;M031-21;21;M031;Article journal;On the use of X-ray microtomography to control artificial defect geometries produced by metal additive manufacturing;;;;;;;;;ICT Conference 2022 - Special Issue;30/06/2021;;;;;;;;;;Julien Lesseur, Benoit Tranchand, Thibaut Mancier, Armand Montauzier, Céline Larignon, Simon Perusin;IRT Saint Exupéry;;;;;;;;;;;;;89;0;Réalisé;1
214;M081-1;1;M081;Communication;Please Make me a Material - New Perspectives for Composite Materials;;;Composites 2019;18/09/2019;20/09/2019;Gérone;Espagne;;;;;;;;;;;;;Stéphane Mahdi, Stéphanie Miot, Ludovic Barrière;IRT Saint Exupéry;;;;;;;;;;;;;4;0;Réalisé;1
215;M081-2;2;M081;Communication;UQ&M in composites design: from experimental to virtual testing;;;WCCM 2020;26/11/2020;26/11/2020;;;;;;;;;;;;;;;Jorge Camacho, Stephanie Miot, Matthias Delozzo, Ludovic Barrière;IRT Saint Exupéry;;;;;;;;;;;;;4;0;Annulé;1
216;M081-3;3;M081;Communication;Stratégie numérique pour la prévision de la ruine des échantillons fabriqués par placement des fibres automatisé;;;JST Fabrication additive composites;10/10/2020;10/10/2020;Brest;;;;;;;;;;;;;;S. Garcia, A. Chiappini, C. Huchette, C. Fagiano, S. Miot, L. Barrière;IRT Saint Exupéry, ONERA;;;;;;;;;;;;;4;0;Réalisé;1
217;M081-4;4;M081;Communication;Tensile response of automated fibre placement (AFP) coupons including gaps and overlaps: experiments vs. Simulations;;;COMPTEST 10;01/05/2021;02/05/2021;;;;;;;;;;;;;;;S. Garcia, A. Chiappini, C. Huchette, S.  Miot, C. Fagiano, L.  Barrière;IRT SAINT EXUPERY, ONERA;;;;;;;;;;;;;4;0;Réalisé;1
218;M081-5;5;M081;Communication;Virtual testing applied to composite material modelling;;;SIAM 2021;20/05/2021;22/05/2021;;;;;;;;;;;;;;;J. Camacho, S. Miot, M. Delozzo, L. Barrière;IRT Saint Exupery;;;;;;;;;;;;;4;0;Réalisé;1
219;M081-6;6;M081;Communication;Estimer les contraintes admissibles d’un matériau en associant essais physiques et essais virtuels;;;JNC 22;01/06/2021;01/06/2021;;;;;;;;;;;;;;;S. Miot, L. Barrière, J. Camacho, M. De Lozzo;IRT Saint Exupery;;;;;;;;;;;;;4;0;Réalisé;1
220;M081-7;7;M081;Communication;Virtual Testing For Predicting Effect of Automated Fiber Placement Manufacturing Defects;;;NAFEMS 2021;11/10/2021;12/10/2021;;;;;;;;;;;;;;;A. Chiappini, S. Garcia Rodriguez, L. Barrière, S. Miot, C. Fagiano, C. Huchette;IRT Saint Exupery, ONERA ;;;;;;;;;;;;;4;0;Réalisé;1
221;M081-8;8;M081;Communication;A novel plasticity-damage constitutive model for unidirectional long fibre reinforced polymer ;;;Composites 2021;20/09/2021;22/09/2021;;;;;;;;;;;;;;;I.R. Cozar, P. Maimi, F. Otero, E.V. Gonzalez, P. Camanho, S. Miot, A. Turon;Université de Gérone, IRT Saint Exupéry;;;;;;;;;;;;;4;0;Réalisé;1
222;M081-9;9;M081;Communication;Tensile response of AFP coupons including gaps and overlaps:  experiments vs. Simulations;;;Composites 2021;20/09/2021;22/09/2021;;;;;;;;;;;;;;;S. Garcia, A. Chiappini, C. Huchette, S.  Miot, C. Fagiano, L.  Barrière;IRT Saint Exupéry, ONERA;;;;;;;;;;;;;4;0;Réalisé;1
223;M081-10;10;M081;Communication;Virtual testing integration and material allowables generation;;;Composites 2021;20/09/2021;22/09/2021;;;;;;;;;;;;;;;S. Miot, L. Barrière, J. Camacho, M. De Lozzo;IRT Saint Exupéry;;;;;;;;;;;;;4;0;Réalisé;1
232;S060-1;1;S060;Communication;Multi-core processor: Stepping inside the box;;;ESREL2021: 31th European Safety and Reliability Conference;19/09/2021;23/09/2021;Angers;;;;;;;;;;;;;;Ph. Cuenot, K. Delmas, C. Pagetti;Ph. Cuenot (IRT St-Exupery), K. Delmas (ONERA), C. Pagetti (ONERA);;;;;;;;;;;;;472;0;Réalisé;1
234;M031-22;22;M031;Article journal;Anisotropic tensile behaviour of a laser beam melted alloy 718: effect of strain, sampling direction and heat treatment on the plastic deformation anisotropy and ovalisation of specimen gauge lenght;;;;;;;;;Materials & Design ;30/05/2022;;;;;;;;;;Antonio Castro Moreno, Bertrand Max, Dominique Poquillon, Eric Andrieu;IRT Saint Exupéry, IRT Saint Exupéry,CIRIMAT,CIRIMAT;;;;;;;;;;;;;89;0;Réalisé;1
236;E033-11;11;E033;Communication;SAE - AE10 : Projet Highvolt;;;SAE;26/01/2022;27/01/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;383;0;Annulé;1
237;S005-1;1;S005;Communication;Leveraging the Synchronous Logical Execution Time to solve Concurrency in Avionics Systems;;;DASIA 2022;17/05/2022;19/05/2022;Virtuelle;N/A;https://eurospace.org/dasia-conference-aspx/;;;;;;;;29/01/2022;;;;Damien Chabrol, Guillaume Phavorin, Eric Jenn;KronoSafe, Krono-Safe et IRT Saint Exupry, IRT Saint Exuprty;;;;;;;;;;;;;84;0;Réalisé;1
238;V075-9;9;V075;Communication;A testing approach for dependable Machine Learning systems;;;ERTS 2022;01/06/2022;02/06/2022;Toulouse;France;https://www.erts2022.org/;;;;;;;;;18/11/2021;18/01/2022;;Cyril Cappi, Camille Chapdelaine, Laurent Gardes, Eric Jenn, Baptiste Lefevre, Sylvaine Picard, Thomas Soumarmon;SNCF, Safran Tech et IRT Saint-Exupéry, SNCF, IRT Saint-Exupéry, THALES AVS, Safran Tech, Continental;;;;;;;;;;;;;84;0;Réalisé;1
240;V075-10;10;V075;Communication;Can we reconcile safety objectives with machine learning performances?;;;ERTS ;01/06/2022;02/06/2022;Toulouse;France;https://www.erts2022.org/;;;;;;;;05/09/2021;18/11/2022;28/01/2022;;Hugues Bonnin, Eric Jenn, Lucian Alecu, Thomas Fel, Laurent Gardes, Sébastien Gerchinovitz, Ludovic Ponsolle, Franck Mamalet, Vincent Mussot, Cyril Cappi, Kevin Delmas and Baptiste Lefevre;Continental, IRT Saint Exupery, Continental, SNCF, SNCF, IRT Saint Exupery, APSYS, IRT Saint Exupery, IRT Saint Exupery, SNCF, ONERA, THALES AVS;;;;oui;;;;;;;;;84;0;Réalisé;1
244;U001-1;1;U001;Article journal;Processing and characterization of an expandable epoxy foam: experimental and numerical study;;;;;;;;;Journal of cellular plastic;10/05/2022;;;;;;;;;;Raffaele D’Elia, Leonardo Sanches, Jean Marie Des, Guilhem Michon;Raffaele D’Elia (IRT Saint Exupery), Leonardo Sanches (ICA-ISAE-SUPAERO), Jean Marie Des (IRT Saint Exupery), Guilhem Michon (ICA-ISAE-SUPAERO);;;;;;;;;;;;;18;1;Réalisé;1
248;S001-4;4;S001;Communication;TSN for critical embedded system;;;ERT2021 ;20/09/2021;24/09/2021;Poitiers;France;https://etr2021.ensma.fr/;;;;;;;;15/02/2022;;24/09/2021;;Philippe Cuenot;IRT Saint Exupery;;;;;;;;;;;;;1130;0;Réalisé;1
250;CSOM-1;1;CSOM;Thèse;Multi-Fidelity Aerodynamic Shape Optimization Framework Considering Flexible Adjoint at Multiple Operating Conditions;;;;;;;;;;;;;;;;;;;;Romain Olivanti ;Thèse CIFRE (Airbus);;;;;;;;Anne Gazaix et directeur à l’ISAE ;01/03/2018;07/12/2021;;;1130;0;Réalisé;1
254;E033-12;12;E033;Communication;Ageing study in electromechanical chain: design of experiment definition using step stress tests;;;EIC 2022;19/06/2022;23/06/2022;Knoxville;USA;;;;;;;;;;;18/02/2022;;Samuel Pin, Marie Sabatou, Mateusz Szczepanski, Sarah Dreuilhe, Louiza Fetouhi, Guillaume Belijar;Irt, Irt, Leroy Somer, Irt, Leroy Somer, Irt;;;;;;;;;;;;;383;0;Réalisé;1
255;E033-13;13;E033;Communication;Lifetime estimation of type I random-wound electrical machines under active thermal cycling;;;EIC 2022;19/06/2022;23/06/2022;Knoxville;USA;;;;;;;;;;;18/02/2022;;S.Pin, S.Dreuilhe, L.Fetouhi, M.Szczepanski, S.Stemmer, G.Belijar;IRT, IRT, Leroy Somer, Leroy Somer, IRT, IRT;;;;;;;;;;;;;383;0;Réalisé;1
256;E033-14;14;E033;Communication;How does PDIV change during isothermal aging of magnet wire;;;EIC 2022;19/06/2022;23/06/2022;Knoxville;USA;;;;;;;;;;;18/02/2022;;M.Szczepanski, L.Fetouhi, M.Sabatou, S.Dreuilhe, S.Pin, C.Vandesteen, G.Belijar;Leroy Somer, Leroy Somer, IRT, IRT, IRT, IRT, IRT;;;;;;;;;;;;;383;0;Réalisé;1
257;A026-1;1;A026;Communication;Optimisation des paramètres de matériaux à gradient élaborés par Laser Metal Deposition - Powder;;;Journée des Doctorants AddimAlliance;01/07/2021;02/07/2021;Albi;FRANCE;http://www.addimalliance.fr/siteWeb/journee-des-doctorants-2021/;;;;;;;;;;;;Agathe Curnis (1)(2) – Aurélien Prillieux (1) – Ioana Popa (2) – Lisa Nicolas (1) – Sébastien Chevalier (2);(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaye, 31400 Toulouse, France, (2) ICB, UMR 6303 CNRS, Univ. Bourgogne Franche-Comté, 21078 Dijon Cedex;;;;;;;;;;;;;804;1;Réalisé;1
258;E042-36;36;E042;Communication;Evaluation of thermomechanical fatigue lifetime of BGA lead free solder joints and impact of isothermal aging;;;IRPS;27/03/2022;31/03/2022;Dallas;USA;https://www.showsbee.com/fairs/IEEE-IRPS.html;;;;;;;;;;;;P. Roumanille, E. Ben Romdhane, S. Pin, P. Nguyen c , J. Y. Delétage , A . Guédon Gracia, H. Frémont;;;;;;;;;;;;;;821;0;Réalisé;1
259;E042-37;37;E042;Communication;QFN (Quad Flat No–lead) SAC solder joint under  thermal cycling: Identification of two failure  mechanisms;;;ECTC;31/05/2022;03/06/2022;San Diego, California;USA;https://www.ectc.net;;;;;;;;;;;;E. Ben Romdhane, P. Roumanille , A. Guédon-Gracia, S. Pin , P. Nguyen, H. Frémont;;;;;;;;;;;;;;821;0;Réalisé;1
261;A026-2;2;A026;Communication;Corrosion à haute température de matériaux à gradient élaborés par Laser Metal Deposition - Powder;;;52ème JECH;30/03/2022;01/04/2022;La Rochelle;FRANCE;https://apps.univ-lr.fr/cgi-bin/WebObjects/Colloque.woa/wa/menu?code=2861&idMenu=11722&lang=fr;;;;;;;;25/02/2022;;;;Agathe Curnis (1)(2) – Aurélien Prillieux (1) – Ioana Popa (2) – Lisa Nicolas (1) – Sébastien Chevalier (2);S:\Opérations\Springboards\SPRINGBOARD 2021\A026 -Thèse Matériaux à Gradients\10- AC\6- Présentations\2022-03-31_Présentation JECH\Abstract JECH 2022_AC_v4.docx;;;;;;;;;;;;;804;1;Réalisé;1
263;M014-1;1;M014;Communication;OXYDATION ET NITRURATION D’UN SUPERALLIAGE A BASE DE NICKEL  LORS DE TRAITEMENT DE COMPACTION ISOSTATIQUE A CHAUD;;;52ème JECH;31/03/2022;01/04/2022;La Rochelle;France;https://apps.univ-lr.fr/cgi-bin/WebObjects/Colloque.woa/wa/menu?code=2861&idMenu=11722&lang=fr;;;;;;;;;;;;Nicolas MROZOWSKI (1), Aurélien PRILLIEUX (1), Clara DESGRANGES (2), Enrica EPIFANO (3), Daniel MONCEAU (3);(1) IRT Saint Exupéry, (2) SAFRAN TECH, (3) CIRIMAT-CNRS;;;;;;;;;;;;;1251;1;Réalisé;1
264;M015-1;1;M015;Communication;Deep learning architecture for the detection, labeling and online measurement of surface treatment defects by laser;;;IAA2022;03/03/2022;04/03/2022;Carvoeiro, Algarve ;Portugal;https://web.fe.up.pt/~iaa2022/;;;;;;;;03/11/2021;03/11/2021;;;B Martin1 , S Kirchner1 , J Lecomte1 , J-B Duga1 , L Ferres1 , M Peron1,2 , N Cuvillier1,3;"1: IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France ; 2: ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France ; 3: Safran Composites, 33 Avenue de la Gare, 91760 Itteville, France";;;;non;;;;;;;;;381;1;Réalisé;1
